Date,Open,High,Low,Close,Adj Close,Volume
2019-01-14,24.820000,25.090000,24.660000,24.850000,24.384716,46577300
2019-01-15,24.830000,25.120001,24.700001,24.830000,24.365091,53731500
2019-01-16,24.799999,24.900000,24.660000,24.820000,24.355276,40425000
2019-01-17,24.750000,25.299999,24.680000,25.160000,24.688911,50359400
2019-01-18,25.440001,25.559999,25.280001,25.400000,24.924417,67021300
2019-01-21,25.309999,25.530001,25.100000,25.530001,25.051985,45336500
2019-01-22,25.260000,25.500000,25.020000,25.129999,24.659472,61307000
2019-01-23,25.330000,25.540001,25.160000,25.430000,24.953856,52931600
2019-01-24,25.400000,25.540001,25.320000,25.540001,25.061798,40109000
2019-01-28,25.290001,25.530001,24.740000,24.770000,24.306213,65079900
2019-01-29,25.250000,25.559999,25.110001,25.370001,24.894981,59419200
2019-01-30,25.809999,25.930000,25.469999,25.620001,25.140299,62607500
2019-01-31,25.870001,25.959999,25.559999,25.580000,25.101048,63253600
2019-02-01,25.500000,25.850000,25.370001,25.799999,25.316925,47957400
2019-02-04,25.840000,26.120001,25.600000,26.030001,25.542622,53874900
2019-02-05,25.910000,26.100000,25.809999,26.080000,25.591684,40989100
2019-02-06,25.799999,25.840000,25.320000,25.490000,25.012732,64527000
2019-02-07,25.600000,25.850000,24.660000,25.090000,24.620222,55614100
2019-02-08,24.799999,25.280001,24.730000,25.129999,24.659472,40153900
2019-02-11,25.170000,25.170000,24.540001,24.840000,24.374903,39617300
2019-02-12,25.320000,25.850000,25.230000,25.719999,25.238426,72467200
2019-02-13,26.020000,26.209999,25.850000,26.049999,25.562244,69042200
2019-02-14,26.170000,26.950001,26.000000,26.950001,26.445396,81125500
2019-02-15,26.860001,27.020000,26.709999,26.840000,26.337456,63841800
2019-02-18,26.590000,26.790001,26.410000,26.760000,26.258953,43379000
2019-02-19,26.860001,27.400000,26.840000,27.379999,26.867342,58041900
2019-02-20,27.500000,27.660000,26.870001,27.040001,26.533710,55114500
2019-02-21,27.180000,27.490000,26.820000,27.400000,26.886969,46559400
2019-02-22,27.549999,27.700001,27.129999,27.129999,26.622023,36602000
2019-02-25,27.000000,27.030001,26.629999,26.700001,26.200077,54190800
2019-02-26,26.760000,27.139999,26.570000,26.580000,26.082325,46504200
2019-02-27,26.840000,27.250000,26.629999,27.080000,26.572962,49131400
2019-02-28,27.719999,27.750000,26.600000,27.059999,26.553335,93065100
2019-03-01,27.139999,27.250000,26.629999,26.700001,26.200077,41978700
2019-03-06,26.549999,26.760000,26.469999,26.760000,26.258953,18423400
2019-03-07,26.799999,26.910000,26.490000,26.770000,26.268764,32835300
2019-03-08,26.490000,26.750000,26.219999,26.670000,26.170639,49564400
2019-03-11,27.020000,27.780001,27.010000,27.750000,27.230415,66742800
2019-03-12,27.790001,27.959999,27.250000,27.500000,26.985098,64287300
2019-03-13,27.590000,28.129999,27.520000,28.100000,27.573862,61057200
2019-03-14,28.150000,28.200001,27.910000,28.190001,27.662178,42777800
2019-03-15,28.160000,28.389999,28.110001,28.250000,27.721054,61041100
2019-03-18,28.350000,28.790001,28.260000,28.740000,28.201881,91920600
2019-03-19,28.850000,29.500000,28.600000,29.200001,28.653267,69423600
2019-03-20,29.200001,29.600000,28.900000,28.969999,28.427574,68878000
2019-03-21,28.840000,28.969999,27.920000,28.559999,28.025249,80121300
2019-03-22,27.940001,28.139999,27.000000,27.000000,26.494459,104731100
2019-03-25,26.830000,27.590000,26.820000,27.340000,26.828093,104772900
2019-03-26,27.740000,28.680000,27.719999,28.629999,28.093939,91549100
2019-03-27,28.209999,28.209999,27.340000,27.340000,26.828093,66415400
2019-03-28,27.250000,28.059999,26.950001,28.059999,27.534613,69412700
2019-03-29,28.450001,28.530001,27.740000,28.059999,27.534613,51587400
2019-04-01,28.400000,28.420000,27.870001,28.000000,27.475737,42289800
2019-04-02,28.139999,28.299999,27.860001,28.290001,27.760307,38460600
2019-04-03,28.530001,28.559999,27.540001,27.540001,27.024347,55120900
2019-04-04,27.770000,28.469999,27.370001,28.469999,27.936935,52248100
2019-04-05,28.540001,28.889999,28.209999,28.780001,28.241131,54708900
2019-04-08,29.059999,29.389999,28.980000,29.250000,28.702332,55270000
2019-04-09,29.030001,29.240000,28.670000,29.160000,28.614017,43863700
2019-04-10,29.549999,29.570000,28.780001,28.780001,28.241131,62005200
2019-04-11,28.700001,28.700001,27.870001,28.000000,27.475737,56126400
2019-04-12,26.469999,26.969999,25.570000,25.830000,25.346365,227307600
2019-04-15,26.350000,26.580000,25.549999,25.930000,25.444494,117567200
2019-04-16,25.950001,27.059999,25.629999,26.719999,26.219702,95149300
2019-04-17,27.120001,27.340000,26.219999,26.750000,26.249140,103988400
2019-04-18,27.360001,27.889999,27.250000,27.600000,27.083225,100942100
2019-04-22,27.690001,27.889999,27.320000,27.440001,26.926224,45321900
2019-04-23,27.719999,28.000000,27.680000,27.680000,27.161726,52199500
2019-04-24,27.719999,27.889999,27.209999,27.600000,27.083225,57704700
2019-04-25,27.450001,28.070000,27.430000,27.799999,27.279480,55201700
2019-04-26,27.680000,27.770000,27.059999,27.250000,26.758541,52616600
2019-04-29,27.549999,27.620001,27.340000,27.370001,26.876379,27689800
2019-04-30,27.520000,27.660000,26.980000,27.110001,26.621069,39570700
2019-05-02,26.799999,26.820000,26.520000,26.730000,26.247921,37820300
2019-05-03,26.900000,27.070000,26.850000,26.850000,26.365759,33334800
2019-05-06,26.389999,26.770000,26.360001,26.770000,26.287199,31715900
2019-05-07,26.650000,26.660000,26.120001,26.350000,25.874775,52454400
2019-05-08,26.309999,27.469999,26.290001,27.370001,26.876379,71780300
2019-05-09,27.100000,27.120001,26.639999,26.830000,26.346117,46663300
2019-05-10,26.870001,26.920000,26.420000,26.680000,26.198824,33336000
2019-05-13,26.209999,26.469999,25.820000,25.900000,25.432890,43146100
2019-05-14,26.170000,26.230000,25.850000,26.000000,25.531088,34968600
2019-05-15,25.740000,25.889999,25.660000,25.879999,25.413250,37053900
2019-05-16,25.770000,26.040001,25.240000,25.270000,24.814251,46502200
2019-05-17,25.049999,25.420000,24.469999,24.680000,24.234892,67291200
2019-05-20,24.680000,25.520000,24.639999,25.520000,25.059744,54472000
2019-05-21,25.700001,26.490000,25.420000,26.490000,26.012249,57846700
2019-05-22,26.340000,26.469999,25.959999,26.290001,25.913681,48439300
2019-05-23,25.900000,25.920000,25.520000,25.840000,25.470123,49527400
2019-05-24,26.150000,26.360001,25.930000,26.090000,25.716545,35915100
2019-05-27,26.299999,26.540001,26.170000,26.240000,25.864395,33892000
2019-05-28,26.129999,26.799999,26.129999,26.799999,26.416380,60774600
2019-05-29,26.490000,26.709999,26.260000,26.500000,26.120676,43124400
2019-05-30,26.510000,26.860001,25.990000,26.150000,25.775684,71847200
2019-05-31,25.790001,26.270000,25.420000,25.549999,25.184273,63137200
2019-06-03,25.879999,26.320000,25.850000,25.990000,25.617975,53470600
2019-06-04,26.290001,26.370001,26.030001,26.200001,25.824970,37331100
2019-06-05,26.180000,26.290001,25.559999,25.860001,25.489838,65282100
2019-06-06,26.170000,26.629999,25.719999,26.280001,25.903824,87836900
2019-06-07,26.690001,26.830000,26.370001,26.760000,26.376953,52235500
2019-06-10,26.600000,26.889999,26.520000,26.650000,26.268526,39666800
2019-06-11,26.889999,27.290001,26.709999,27.160000,26.771227,52437000
2019-06-12,27.020000,27.120001,26.639999,26.850000,26.465666,43392200
2019-06-13,27.150000,27.389999,27.080000,27.180000,26.790941,48981600
2019-06-14,27.200001,27.250000,26.900000,27.059999,26.672657,42802400
2019-06-17,27.080000,27.430000,26.959999,27.110001,26.721943,49290000
2019-06-18,27.299999,27.520000,27.250000,27.450001,27.057076,31332800
2019-06-19,27.350000,27.590000,27.219999,27.520000,27.126074,33286300
2019-06-21,27.950001,28.389999,27.950001,28.280001,27.875196,58424700
2019-06-24,28.320000,28.379999,28.120001,28.250000,27.845625,27365000
2019-06-25,28.139999,28.160000,27.379999,27.510000,27.116219,56472100
2019-06-26,27.549999,27.930000,27.520000,27.670000,27.273928,48901500
2019-06-27,27.440001,27.549999,27.010000,27.230000,26.840225,55219200
2019-06-28,27.450001,27.610001,27.110001,27.410000,27.017649,40262000
2019-07-01,27.840000,28.030001,27.209999,27.260000,26.869797,46759100
2019-07-02,27.260000,27.260000,26.650000,26.820000,26.436094,57954200
2019-07-03,27.040001,27.200001,26.889999,27.180000,26.790941,29291800
2019-07-04,27.379999,27.580000,27.320000,27.389999,26.997934,28577400
2019-07-05,27.270000,27.590000,27.129999,27.400000,27.007793,27414700
2019-07-08,27.500000,27.719999,27.440001,27.650000,27.254213,25318200
2019-07-10,28.000000,28.270000,27.969999,28.070000,27.668201,50715800
2019-07-11,28.200001,28.510000,28.160000,28.400000,27.993477,48206900
2019-07-12,28.540001,28.740000,28.410000,28.530001,28.121616,40908900
2019-07-15,28.590000,28.650000,28.180000,28.180000,27.776628,36592400
2019-07-16,28.280001,28.330000,27.600000,27.830000,27.431637,54789300
2019-07-17,27.990000,28.000000,27.639999,27.680000,27.283783,28923500
2019-07-18,27.760000,27.809999,27.430000,27.510000,27.116219,35830700
2019-07-19,27.500000,27.600000,27.370001,27.440001,27.047220,28418900
2019-07-22,27.620001,27.750000,27.360001,27.490000,27.096504,22304400
2019-07-23,27.510000,27.629999,27.400000,27.520000,27.126074,21124400
2019-07-24,27.590000,27.639999,27.299999,27.350000,26.958509,27939600
2019-07-25,27.469999,27.500000,26.809999,26.889999,26.505093,26892300
2019-07-26,26.799999,26.799999,26.100000,26.139999,25.765827,75644000
2019-07-29,26.219999,26.440001,25.959999,26.379999,26.002392,26493300
2019-07-30,26.350000,26.490000,26.180000,26.240000,25.864395,38201600
2019-07-31,26.389999,26.500000,26.020000,26.080000,25.706686,39890200
2019-08-01,26.299999,26.559999,25.160000,26.250000,25.874254,91345800
2019-08-02,26.370001,26.889999,26.280001,26.520000,26.140388,64112900
2019-08-05,25.799999,26.129999,25.520000,25.549999,25.184273,48277000
2019-08-06,25.900000,26.219999,25.680000,25.879999,25.509548,44208100
2019-08-07,25.440001,25.730000,25.000000,25.600000,25.233559,67698500
2019-08-08,26.100000,26.350000,25.860001,26.350000,25.972822,50256700
2019-08-09,26.299999,26.690001,26.100000,26.280001,25.903824,36641500
2019-08-12,25.920000,25.920000,25.540001,25.650000,25.282843,36122000
2019-08-13,25.360001,26.129999,25.230000,25.790001,25.620609,45330500
2019-08-14,25.260000,25.379999,24.780001,24.920000,24.756323,54401100
2019-08-15,24.990000,25.000000,24.139999,24.230000,24.070854,53894500
2019-08-16,24.719999,24.770000,23.889999,23.910000,23.752956,56782000
2019-08-19,24.299999,24.500000,23.850000,24.030001,23.872168,50699300
2019-08-20,23.910000,24.190001,23.680000,24.020000,23.862234,37141700
2019-08-21,24.350000,25.990000,24.180000,25.450001,25.282843,87840800
2019-08-22,25.500000,25.719999,25.160000,25.219999,25.054352,40808800
2019-08-23,24.780001,25.370001,24.230000,24.280001,24.120527,58032300
2019-08-26,24.580000,24.680000,23.770000,23.959999,23.802626,39688800
2019-08-27,24.170000,24.820000,23.809999,24.340000,24.180132,70475200
2019-08-28,24.200001,24.700001,24.120001,24.590000,24.428490,41981500
2019-08-29,24.900000,25.500000,24.680000,25.500000,25.332512,61008800
2019-08-30,25.530001,25.690001,25.170000,25.500000,25.332512,54958200
2019-09-02,25.389999,25.580000,25.250000,25.299999,25.133825,19049900
2019-09-03,25.110001,25.660000,25.030001,25.600000,25.431856,47829600
2019-09-04,26.160000,26.370001,26.000000,26.260000,26.087521,56179000
2019-09-05,26.600000,26.790001,26.340000,26.389999,26.216667,48586800
2019-09-06,26.400000,26.860001,26.200001,26.520000,26.345814,48502200
2019-09-09,26.750000,27.020000,26.700001,26.930000,26.753120,37303000
2019-09-10,27.049999,27.350000,26.780001,27.100000,26.922005,44109400
2019-09-11,27.350000,27.350000,26.830000,26.870001,26.693516,51540400
2019-09-12,26.860001,27.139999,26.639999,27.059999,26.882265,41028300
2019-09-13,27.120001,27.200001,26.820000,26.879999,26.703447,24709400
2019-09-16,28.120001,28.240000,27.690001,28.059999,27.875698,167634600
2019-09-17,27.660000,27.750000,27.160000,27.690001,27.508129,67414800
2019-09-18,27.370001,27.490000,27.219999,27.219999,27.041214,40567100
2019-09-19,27.830000,27.850000,27.219999,27.290001,27.110756,42155100
2019-09-20,27.350000,27.430000,27.000000,27.000000,26.822660,51946900
2019-09-23,27.000000,27.490000,26.920000,27.480000,27.299507,32643100
2019-09-24,27.420000,27.540001,27.150000,27.270000,27.090887,36643400
2019-09-25,27.030001,27.350000,26.780001,27.340000,27.160427,29038400
2019-09-26,27.400000,27.700001,27.230000,27.700001,27.518063,33705900
2019-09-27,27.549999,27.950001,27.520000,27.660000,27.478325,31886800
2019-09-30,27.559999,27.639999,27.400000,27.549999,27.369047,23143400
2019-10-01,27.600000,27.730000,27.360001,27.510000,27.329311,32423200
2019-10-02,27.219999,27.260000,26.610001,26.719999,26.544498,51261200
2019-10-03,26.750000,26.809999,26.280001,26.740000,26.564367,46076300
2019-10-04,26.850000,26.920000,26.270000,26.510000,26.335878,47951600
2019-10-07,26.370001,26.600000,26.100000,26.170000,25.998112,26252500
2019-10-08,26.170000,26.440001,25.950001,26.020000,25.849098,30418900
2019-10-09,26.350000,26.709999,26.150000,26.520000,26.345814,35141400
2019-10-10,26.590000,26.879999,26.540001,26.740000,26.564367,31056500
2019-10-11,26.930000,27.360001,26.930000,27.260000,27.080954,37055300
2019-10-14,27.040001,27.330000,26.940001,27.309999,27.130623,20809900
2019-10-15,27.309999,27.879999,27.309999,27.600000,27.418720,30455300
2019-10-16,27.549999,27.969999,27.360001,27.930000,27.746552,31381300
2019-10-17,27.930000,28.000000,27.590000,27.660000,27.478325,31405400
2019-10-18,27.889999,27.990000,27.600000,27.600000,27.418720,36070900
2019-10-21,27.750000,27.809999,27.600000,27.770000,27.587603,43337700
2019-10-22,27.799999,28.680000,27.770000,28.570000,28.382349,64228700
2019-10-23,28.530001,29.080000,28.450001,28.950001,28.759853,45930600
2019-10-24,29.150000,29.250000,28.230000,28.320000,28.133989,60529900
2019-10-25,29.200001,29.549999,29.010000,29.250000,29.057882,74476900
2019-10-28,29.219999,29.660000,29.120001,29.600000,29.405584,37461800
2019-10-29,29.400000,29.940001,29.260000,29.820000,29.624138,49994200
2019-10-30,29.770000,30.090000,29.469999,30.080000,29.882431,63001200
2019-10-31,29.860001,30.459999,29.639999,30.389999,30.190393,67070400
2019-11-01,30.590000,31.230000,29.840000,30.430000,30.230131,101210200
2019-11-04,30.889999,31.219999,29.959999,30.360001,30.160591,81023400
2019-11-05,30.410000,30.600000,29.580000,29.650000,29.455254,92980900
2019-11-06,30.049999,30.700001,28.100000,29.709999,29.514860,154003100
2019-11-07,30.000000,31.070000,29.540001,30.900000,30.697044,96329000
2019-11-08,30.450001,30.790001,29.930000,30.020000,29.822824,61567700
2019-11-11,29.850000,30.450001,29.790001,30.450001,30.250002,30570500
2019-11-12,30.040001,30.610001,30.010000,30.020000,30.020000,41655600
2019-11-13,29.950001,30.129999,29.610001,29.900000,29.900000,41827700
2019-11-14,29.879999,30.100000,29.270000,29.299999,29.299999,44595200
2019-11-18,29.700001,29.850000,29.070000,29.080000,29.080000,54468100
2019-11-19,29.250000,29.490000,28.730000,28.780001,28.780001,33740200
2019-11-21,28.930000,29.850000,28.879999,29.850000,29.850000,53033100
2019-11-22,29.760000,30.340000,29.559999,29.980000,29.980000,34786000
2019-11-25,29.920000,30.100000,29.629999,29.730000,29.730000,29868400
2019-11-26,29.620001,29.730000,29.100000,29.190001,29.190001,54147800
